# BH-FRW Full Evolution Sandbox v0.3
# log10(M/Msun)=22.5
# Om=0.3, Or=0.0001, H0=70
# log10(Ec2)=10, dTau=0.001, maxSteps=200000
# mode=QUANTUM, stopAtBounce=true
# OmegaL0=6.674188e-1, OmegaK=0.032481
# tau_today=0.954000 (where a=1)
# t_today_Gyr=13.326
# back_reason=bounce_boundary_reached, fwd_reason=a_stop_reached
# tau=0 at bounce; tau=tau_today at a=1 (today); tau increases into future
# ---
tau,a,E,E2_over_Ec2,mode
3.27000000e-1,4.27804522e-1,2.16322094e+0,4.67952482e-10,1
3.28000000e-1,4.28729691e-1,2.15730903e+0,4.65398223e-10,1
3.29000000e-1,4.29654328e-1,2.15143489e+0,4.62867207e-10,1
3.30000000e-1,4.30578438e-1,2.14559817e+0,4.60359153e-10,1
3.31000000e-1,4.31502025e-1,2.13979855e+0,4.57873783e-10,1
3.32000000e-1,4.32425094e-1,2.13403567e+0,4.55410826e-10,1
3.33000000e-1,4.33347647e-1,2.12830922e+0,4.52970013e-10,1
3.34000000e-1,4.34269690e-1,2.12261886e+0,4.50551081e-10,1
3.35000000e-1,4.35191226e-1,2.11696426e+0,4.48153768e-10,1
3.36000000e-1,4.36112259e-1,2.11134511e+0,4.45777818e-10,1
3.37000000e-1,4.37032793e-1,2.10576110e+0,4.43422980e-10,1
3.38000000e-1,4.37952833e-1,2.10021190e+0,4.41089002e-10,1
3.39000000e-1,4.38872381e-1,2.09469721e+0,4.38775641e-10,1
3.40000000e-1,4.39791443e-1,2.08921673e+0,4.36482655e-10,1
3.41000000e-1,4.40710021e-1,2.08377015e+0,4.34209806e-10,1
3.42000000e-1,4.41628120e-1,2.07835718e+0,4.31956858e-10,1
3.43000000e-1,4.42545744e-1,2.07297752e+0,4.29723581e-10,1
3.44000000e-1,4.43462896e-1,2.06763088e+0,4.27509747e-10,1
3.45000000e-1,4.44379580e-1,2.06231697e+0,4.25315130e-10,1
3.46000000e-1,4.45295799e-1,2.05703551e+0,4.23139510e-10,1
3.47000000e-1,4.46211559e-1,2.05178622e+0,4.20982669e-10,1
3.48000000e-1,4.47126862e-1,2.04656881e+0,4.18844391e-10,1
3.49000000e-1,4.48041711e-1,2.04138302e+0,4.16724465e-10,1
3.50000000e-1,4.48956112e-1,2.03622858e+0,4.14622681e-10,1
3.51000000e-1,4.49870066e-1,2.03110520e+0,4.12538834e-10,1
3.52000000e-1,4.50783579e-1,2.02601263e+0,4.10472719e-10,1
3.53000000e-1,4.51696654e-1,2.02095061e+0,4.08424138e-10,1
3.54000000e-1,4.52609293e-1,2.01591888e+0,4.06392893e-10,1
3.55000000e-1,4.53521501e-1,2.01091717e+0,4.04378789e-10,1
3.56000000e-1,4.54433282e-1,2.00594525e+0,4.02381633e-10,1
3.57000000e-1,4.55344639e-1,2.00100284e+0,4.00401238e-10,1
3.58000000e-1,4.56255575e-1,1.99608972e+0,3.98437416e-10,1
3.59000000e-1,4.57166093e-1,1.99120562e+0,3.96489984e-10,1
3.60000000e-1,4.58076199e-1,1.98635032e+0,3.94558760e-10,1
3.61000000e-1,4.58985894e-1,1.98152357e+0,3.92643564e-10,1
3.62000000e-1,4.59895182e-1,1.97672512e+0,3.90744221e-10,1
3.63000000e-1,4.60804067e-1,1.97195476e+0,3.88860557e-10,1
3.64000000e-1,4.61712552e-1,1.96721224e+0,3.86992399e-10,1
3.65000000e-1,4.62620641e-1,1.96249733e+0,3.85139579e-10,1
3.66000000e-1,4.63528336e-1,1.95780982e+0,3.83301929e-10,1
3.67000000e-1,4.64435642e-1,1.95314947e+0,3.81479285e-10,1
3.68000000e-1,4.65342561e-1,1.94851606e+0,3.79671484e-10,1
3.69000000e-1,4.66249098e-1,1.94390938e+0,3.77878366e-10,1
3.70000000e-1,4.67155254e-1,1.93932920e+0,3.76099773e-10,1
3.71000000e-1,4.68061034e-1,1.93477531e+0,3.74335549e-10,1
3.72000000e-1,4.68966440e-1,1.93024750e+0,3.72585540e-10,1
3.73000000e-1,4.69871477e-1,1.92574555e+0,3.70849593e-10,1
3.74000000e-1,4.70776147e-1,1.92126927e+0,3.69127560e-10,1
3.75000000e-1,4.71680453e-1,1.91681844e+0,3.67419292e-10,1
3.76000000e-1,4.72584399e-1,1.91239285e+0,3.65724643e-10,1
3.77000000e-1,4.73487988e-1,1.90799232e+0,3.64043469e-10,1
3.78000000e-1,4.74391223e-1,1.90361663e+0,3.62375629e-10,1
3.79000000e-1,4.75294106e-1,1.89926560e+0,3.60720982e-10,1
3.80000000e-1,4.76196643e-1,1.89493902e+0,3.59079390e-10,1
3.81000000e-1,4.77098834e-1,1.89063671e+0,3.57450715e-10,1
3.82000000e-1,4.78000684e-1,1.88635846e+0,3.55834825e-10,1
3.83000000e-1,4.78902196e-1,1.88210410e+0,3.54231585e-10,1
3.84000000e-1,4.79803373e-1,1.87787343e+0,3.52640864e-10,1
3.85000000e-1,4.80704217e-1,1.87366628e+0,3.51062532e-10,1
3.86000000e-1,4.81604732e-1,1.86948245e+0,3.49496462e-10,1
3.87000000e-1,4.82504921e-1,1.86532176e+0,3.47942528e-10,1
3.88000000e-1,4.83404786e-1,1.86118404e+0,3.46400604e-10,1
3.89000000e-1,4.84304332e-1,1.85706911e+0,3.44870568e-10,1
3.90000000e-1,4.85203560e-1,1.85297679e+0,3.43352299e-10,1
3.91000000e-1,4.86102474e-1,1.84890691e+0,3.41845675e-10,1
3.92000000e-1,4.87001077e-1,1.84485929e+0,3.40350580e-10,1
3.93000000e-1,4.87899372e-1,1.84083377e+0,3.38866896e-10,1
3.94000000e-1,4.88797361e-1,1.83683017e+0,3.37394507e-10,1
3.95000000e-1,4.89695048e-1,1.83284833e+0,3.35933300e-10,1
3.96000000e-1,4.90592435e-1,1.82888809e+0,3.34483163e-10,1
3.97000000e-1,4.91489526e-1,1.82494927e+0,3.33043983e-10,1
3.98000000e-1,4.92386323e-1,1.82103172e+0,3.31615652e-10,1
3.99000000e-1,4.93282829e-1,1.81713528e+0,3.30198061e-10,1
4.00000000e-1,4.94179047e-1,1.81325978e+0,3.28791103e-10,1
4.01000000e-1,4.95074979e-1,1.80940508e+0,3.27394673e-10,1
4.02000000e-1,4.95970630e-1,1.80557100e+0,3.26008665e-10,1
4.03000000e-1,4.96866000e-1,1.80175741e+0,3.24632978e-10,1
4.04000000e-1,4.97761094e-1,1.79796415e+0,3.23267509e-10,1
4.05000000e-1,4.98655914e-1,1.79419106e+0,3.21912157e-10,1
4.06000000e-1,4.99550463e-1,1.79043800e+0,3.20566824e-10,1
4.07000000e-1,5.00444743e-1,1.78670482e+0,3.19231412e-10,1
4.08000000e-1,5.01338757e-1,1.78299137e+0,3.17905822e-10,1
4.09000000e-1,5.02232509e-1,1.77929750e+0,3.16589961e-10,1
4.10000000e-1,5.03126000e-1,1.77562308e+0,3.15283733e-10,1
4.11000000e-1,5.04019234e-1,1.77196796e+0,3.13987044e-10,1
4.12000000e-1,5.04912213e-1,1.76833199e+0,3.12699803e-10,1
4.13000000e-1,5.05804939e-1,1.76471504e+0,3.11421919e-10,1
4.14000000e-1,5.06697416e-1,1.76111698e+0,3.10153301e-10,1
4.15000000e-1,5.07589647e-1,1.75753765e+0,3.08893860e-10,1
4.16000000e-1,5.08481633e-1,1.75397694e+0,3.07643509e-10,1
4.17000000e-1,5.09373378e-1,1.75043469e+0,3.06402161e-10,1
4.18000000e-1,5.10264883e-1,1.74691079e+0,3.05169729e-10,1
4.19000000e-1,5.11156153e-1,1.74340509e+0,3.03946130e-10,1
4.20000000e-1,5.12047188e-1,1.73991747e+0,3.02731279e-10,1
4.21000000e-1,5.12937993e-1,1.73644779e+0,3.01525094e-10,1
4.22000000e-1,5.13828569e-1,1.73299594e+0,3.00327492e-10,1
4.23000000e-1,5.14718919e-1,1.72956177e+0,2.99138393e-10,1
4.24000000e-1,5.15609046e-1,1.72614518e+0,2.97957717e-10,1
4.25000000e-1,5.16498952e-1,1.72274602e+0,2.96785385e-10,1
4.26000000e-1,5.17388640e-1,1.71936418e+0,2.95621319e-10,1
4.27000000e-1,5.18278112e-1,1.71599954e+0,2.94465443e-10,1
4.28000000e-1,5.19167370e-1,1.71265197e+0,2.93317678e-10,1
4.29000000e-1,5.20056418e-1,1.70932136e+0,2.92177951e-10,1
4.30000000e-1,5.20945258e-1,1.70600758e+0,2.91046187e-10,1
4.31000000e-1,5.21833892e-1,1.70271052e+0,2.89922312e-10,1
4.32000000e-1,5.22722323e-1,1.69943006e+0,2.88806254e-10,1
4.33000000e-1,5.23610553e-1,1.69616609e+0,2.87697940e-10,1
4.34000000e-1,5.24498584e-1,1.69291848e+0,2.86597300e-10,1
4.35000000e-1,5.25386420e-1,1.68968714e+0,2.85504263e-10,1
4.36000000e-1,5.26274062e-1,1.68647194e+0,2.84418759e-10,1
4.37000000e-1,5.27161513e-1,1.68327277e+0,2.83340721e-10,1
4.38000000e-1,5.28048776e-1,1.68008952e+0,2.82270080e-10,1
4.39000000e-1,5.28935852e-1,1.67692209e+0,2.81206769e-10,1
4.40000000e-1,5.29822745e-1,1.67377036e+0,2.80150722e-10,1
4.41000000e-1,5.30709456e-1,1.67063423e+0,2.79101873e-10,1
4.42000000e-1,5.31595988e-1,1.66751359e+0,2.78060157e-10,1
4.43000000e-1,5.32482344e-1,1.66440833e+0,2.77025510e-10,1
4.44000000e-1,5.33368525e-1,1.66131836e+0,2.75997869e-10,1
4.45000000e-1,5.34254534e-1,1.65824356e+0,2.74977171e-10,1
4.46000000e-1,5.35140374e-1,1.65518384e+0,2.73963354e-10,1
4.47000000e-1,5.36026046e-1,1.65213909e+0,2.72956356e-10,1
4.48000000e-1,5.36911554e-1,1.64910921e+0,2.71956118e-10,1
4.49000000e-1,5.37796898e-1,1.64609410e+0,2.70962578e-10,1
4.50000000e-1,5.38682083e-1,1.64309366e+0,2.69975678e-10,1
4.51000000e-1,5.39567109e-1,1.64010780e+0,2.68995360e-10,1
4.52000000e-1,5.40451980e-1,1.63713641e+0,2.68021564e-10,1
4.53000000e-1,5.41336697e-1,1.63417941e+0,2.67054234e-10,1
4.54000000e-1,5.42221263e-1,1.63123669e+0,2.66093313e-10,1
4.55000000e-1,5.43105680e-1,1.62830816e+0,2.65138746e-10,1
4.56000000e-1,5.43989951e-1,1.62539372e+0,2.64190475e-10,1
4.57000000e-1,5.44874077e-1,1.62249329e+0,2.63248447e-10,1
4.58000000e-1,5.45758060e-1,1.61960677e+0,2.62312608e-10,1
4.59000000e-1,5.46641904e-1,1.61673406e+0,2.61382902e-10,1
4.60000000e-1,5.47525610e-1,1.61387508e+0,2.60459279e-10,1
4.61000000e-1,5.48409180e-1,1.61102975e+0,2.59541684e-10,1
4.62000000e-1,5.49292618e-1,1.60819796e+0,2.58630066e-10,1
4.63000000e-1,5.50175924e-1,1.60537963e+0,2.57724374e-10,1
4.64000000e-1,5.51059101e-1,1.60257467e+0,2.56824557e-10,1
4.65000000e-1,5.51942151e-1,1.59978300e+0,2.55930563e-10,1
4.66000000e-1,5.52825077e-1,1.59700452e+0,2.55042345e-10,1
4.67000000e-1,5.53707880e-1,1.59423916e+0,2.54159851e-10,1
4.68000000e-1,5.54590563e-1,1.59148683e+0,2.53283035e-10,1
4.69000000e-1,5.55473128e-1,1.58874745e+0,2.52411846e-10,1
4.70000000e-1,5.56355576e-1,1.58602093e+0,2.51546239e-10,1
4.71000000e-1,5.57237911e-1,1.58330719e+0,2.50686164e-10,1
4.72000000e-1,5.58120135e-1,1.58060614e+0,2.49831577e-10,1
4.73000000e-1,5.59002248e-1,1.57791771e+0,2.48982431e-10,1
4.74000000e-1,5.59884254e-1,1.57524182e+0,2.48138679e-10,1
4.75000000e-1,5.60766155e-1,1.57257838e+0,2.47300277e-10,1
4.76000000e-1,5.61647952e-1,1.56992732e+0,2.46467180e-10,1
4.77000000e-1,5.62529648e-1,1.56728856e+0,2.45639343e-10,1
4.78000000e-1,5.63411245e-1,1.56466202e+0,2.44816724e-10,1
4.79000000e-1,5.64292745e-1,1.56204762e+0,2.43999277e-10,1
4.80000000e-1,5.65174150e-1,1.55944529e+0,2.43186962e-10,1
4.81000000e-1,5.66055462e-1,1.55685495e+0,2.42379734e-10,1
4.82000000e-1,5.66936683e-1,1.55427653e+0,2.41577553e-10,1
4.83000000e-1,5.67817816e-1,1.55170995e+0,2.40780376e-10,1
4.84000000e-1,5.68698861e-1,1.54915513e+0,2.39988162e-10,1
4.85000000e-1,5.69579822e-1,1.54661201e+0,2.39200870e-10,1
4.86000000e-1,5.70460700e-1,1.54408051e+0,2.38418461e-10,1
4.87000000e-1,5.71341497e-1,1.54156055e+0,2.37640894e-10,1
4.88000000e-1,5.72222215e-1,1.53905208e+0,2.36868130e-10,1
4.89000000e-1,5.73102857e-1,1.53655501e+0,2.36100129e-10,1
4.90000000e-1,5.73983424e-1,1.53406927e+0,2.35336854e-10,1
4.91000000e-1,5.74863918e-1,1.53159481e+0,2.34578265e-10,1
4.92000000e-1,5.75744342e-1,1.52913153e+0,2.33824324e-10,1
4.93000000e-1,5.76624697e-1,1.52667939e+0,2.33074995e-10,1
4.94000000e-1,5.77504984e-1,1.52423830e+0,2.32330240e-10,1
4.95000000e-1,5.78385208e-1,1.52180821e+0,2.31590022e-10,1
4.96000000e-1,5.79265368e-1,1.51938904e+0,2.30854304e-10,1
4.97000000e-1,5.80145467e-1,1.51698072e+0,2.30123052e-10,1
4.98000000e-1,5.81025507e-1,1.51458320e+0,2.29396228e-10,1
4.99000000e-1,5.81905491e-1,1.51219641e+0,2.28673798e-10,1
5.00000000e-1,5.82785419e-1,1.50982028e+0,2.27955727e-10,1
5.01000000e-1,5.83665294e-1,1.50745474e+0,2.27241979e-10,1
5.02000000e-1,5.84545117e-1,1.50509974e+0,2.26532522e-10,1
5.03000000e-1,5.85424892e-1,1.50275520e+0,2.25827320e-10,1
5.04000000e-1,5.86304619e-1,1.50042108e+0,2.25126340e-10,1
5.05000000e-1,5.87184300e-1,1.49809729e+0,2.24429550e-10,1
5.06000000e-1,5.88063938e-1,1.49578379e+0,2.23736915e-10,1
5.07000000e-1,5.88943533e-1,1.49348051e+0,2.23048403e-10,1
5.08000000e-1,5.89823089e-1,1.49118739e+0,2.22363983e-10,1
5.09000000e-1,5.90702608e-1,1.48890437e+0,2.21683621e-10,1
5.10000000e-1,5.91582089e-1,1.48663138e+0,2.21007287e-10,1
5.11000000e-1,5.92461537e-1,1.48436838e+0,2.20334949e-10,1
5.12000000e-1,5.93340952e-1,1.48211530e+0,2.19666575e-10,1
5.13000000e-1,5.94220337e-1,1.47987208e+0,2.19002136e-10,1
5.14000000e-1,5.95099693e-1,1.47763866e+0,2.18341600e-10,1
5.15000000e-1,5.95979022e-1,1.47541498e+0,2.17684938e-10,1
5.16000000e-1,5.96858326e-1,1.47320100e+0,2.17032119e-10,1
5.17000000e-1,5.97737607e-1,1.47099665e+0,2.16383114e-10,1
5.18000000e-1,5.98616867e-1,1.46880187e+0,2.15737894e-10,1
5.19000000e-1,5.99496107e-1,1.46661661e+0,2.15096429e-10,1
5.20000000e-1,6.00375330e-1,1.46444082e+0,2.14458692e-10,1
5.21000000e-1,6.01254536e-1,1.46227443e+0,2.13824652e-10,1
5.22000000e-1,6.02133728e-1,1.46011740e+0,2.13194283e-10,1
5.23000000e-1,6.03012908e-1,1.45796967e+0,2.12567556e-10,1
5.24000000e-1,6.03892078e-1,1.45583118e+0,2.11944444e-10,1
5.25000000e-1,6.04771239e-1,1.45370189e+0,2.11324919e-10,1
5.26000000e-1,6.05650393e-1,1.45158174e+0,2.10708954e-10,1
5.27000000e-1,6.06529542e-1,1.44947067e+0,2.10096522e-10,1
5.28000000e-1,6.07408687e-1,1.44736863e+0,2.09487596e-10,1
5.29000000e-1,6.08287831e-1,1.44527558e+0,2.08882151e-10,1
5.30000000e-1,6.09166975e-1,1.44319146e+0,2.08280160e-10,1
5.31000000e-1,6.10046120e-1,1.44111622e+0,2.07681596e-10,1
5.32000000e-1,6.10925270e-1,1.43904981e+0,2.07086436e-10,1
5.33000000e-1,6.11804425e-1,1.43699218e+0,2.06494652e-10,1
5.34000000e-1,6.12683587e-1,1.43494327e+0,2.05906220e-10,1
5.35000000e-1,6.13562758e-1,1.43290305e+0,2.05321115e-10,1
5.36000000e-1,6.14441939e-1,1.43087146e+0,2.04739312e-10,1
5.37000000e-1,6.15321133e-1,1.42884844e+0,2.04160787e-10,1
5.38000000e-1,6.16200341e-1,1.42683396e+0,2.03585516e-10,1
5.39000000e-1,6.17079565e-1,1.42482797e+0,2.03013474e-10,1
5.40000000e-1,6.17958806e-1,1.42283041e+0,2.02444638e-10,1
5.41000000e-1,6.18838067e-1,1.42084124e+0,2.01878983e-10,1
5.42000000e-1,6.19717348e-1,1.41886042e+0,2.01316488e-10,1
5.43000000e-1,6.20596652e-1,1.41688789e+0,2.00757128e-10,1
5.44000000e-1,6.21475980e-1,1.41492360e+0,2.00200881e-10,1
5.45000000e-1,6.22355335e-1,1.41296753e+0,1.99647723e-10,1
5.46000000e-1,6.23234717e-1,1.41101961e+0,1.99097633e-10,1
5.47000000e-1,6.24114128e-1,1.40907980e+0,1.98550588e-10,1
5.48000000e-1,6.24993570e-1,1.40714806e+0,1.98006566e-10,1
5.49000000e-1,6.25873046e-1,1.40522434e+0,1.97465545e-10,1
5.50000000e-1,6.26752555e-1,1.40330860e+0,1.96927504e-10,1
5.51000000e-1,6.27632101e-1,1.40140080e+0,1.96392420e-10,1
5.52000000e-1,6.28511684e-1,1.39950088e+0,1.95860273e-10,1
5.53000000e-1,6.29391307e-1,1.39760882e+0,1.95331041e-10,1
5.54000000e-1,6.30270970e-1,1.39572455e+0,1.94804703e-10,1
5.55000000e-1,6.31150676e-1,1.39384805e+0,1.94281239e-10,1
5.56000000e-1,6.32030427e-1,1.39197927e+0,1.93760628e-10,1
5.57000000e-1,6.32910223e-1,1.39011816e+0,1.93242850e-10,1
5.58000000e-1,6.33790068e-1,1.38826469e+0,1.92727884e-10,1
5.59000000e-1,6.34669961e-1,1.38641881e+0,1.92215711e-10,1
5.60000000e-1,6.35549905e-1,1.38458048e+0,1.91706311e-10,1
5.61000000e-1,6.36429901e-1,1.38274966e+0,1.91199663e-10,1
5.62000000e-1,6.37309952e-1,1.38092632e+0,1.90695749e-10,1
5.63000000e-1,6.38190058e-1,1.37911040e+0,1.90194549e-10,1
5.64000000e-1,6.39070222e-1,1.37730187e+0,1.89696044e-10,1
5.65000000e-1,6.39950444e-1,1.37550069e+0,1.89200215e-10,1
5.66000000e-1,6.40830727e-1,1.37370682e+0,1.88707043e-10,1
5.67000000e-1,6.41711071e-1,1.37192022e+0,1.88216510e-10,1
5.68000000e-1,6.42591480e-1,1.37014086e+0,1.87728597e-10,1
5.69000000e-1,6.43471954e-1,1.36836868e+0,1.87243286e-10,1
5.70000000e-1,6.44352494e-1,1.36660367e+0,1.86760558e-10,1
5.71000000e-1,6.45233103e-1,1.36484576e+0,1.86280396e-10,1
5.72000000e-1,6.46113782e-1,1.36309494e+0,1.85802782e-10,1
5.73000000e-1,6.46994533e-1,1.36135116e+0,1.85327697e-10,1
5.74000000e-1,6.47875356e-1,1.35961438e+0,1.84855125e-10,1
5.75000000e-1,6.48756255e-1,1.35788456e+0,1.84385049e-10,1
5.76000000e-1,6.49637229e-1,1.35616168e+0,1.83917450e-10,1
5.77000000e-1,6.50518281e-1,1.35444569e+0,1.83452312e-10,1
5.78000000e-1,6.51399413e-1,1.35273655e+0,1.82989618e-10,1
5.79000000e-1,6.52280625e-1,1.35103424e+0,1.82529351e-10,1
5.80000000e-1,6.53161920e-1,1.34933870e+0,1.82071494e-10,1
5.81000000e-1,6.54043299e-1,1.34764992e+0,1.81616031e-10,1
5.82000000e-1,6.54924764e-1,1.34596785e+0,1.81162946e-10,1
5.83000000e-1,6.55806315e-1,1.34429246e+0,1.80712222e-10,1
5.84000000e-1,6.56687955e-1,1.34262371e+0,1.80263844e-10,1
5.85000000e-1,6.57569685e-1,1.34096157e+0,1.79817794e-10,1
5.86000000e-1,6.58451507e-1,1.33930601e+0,1.79374058e-10,1
5.87000000e-1,6.59333422e-1,1.33765698e+0,1.78932620e-10,1
5.88000000e-1,6.60215432e-1,1.33601446e+0,1.78493465e-10,1
5.89000000e-1,6.61097537e-1,1.33437842e+0,1.78056576e-10,1
5.90000000e-1,6.61979741e-1,1.33274881e+0,1.77621938e-10,1
5.91000000e-1,6.62862043e-1,1.33112560e+0,1.77189537e-10,1
5.92000000e-1,6.63744447e-1,1.32950877e+0,1.76759357e-10,1
5.93000000e-1,6.64626952e-1,1.32789828e+0,1.76331384e-10,1
5.94000000e-1,6.65509561e-1,1.32629410e+0,1.75905603e-10,1
5.95000000e-1,6.66392275e-1,1.32469618e+0,1.75481998e-10,1
5.96000000e-1,6.67275096e-1,1.32310452e+0,1.75060556e-10,1
5.97000000e-1,6.68158025e-1,1.32151906e+0,1.74641262e-10,1
5.98000000e-1,6.69041064e-1,1.31993978e+0,1.74224102e-10,1
5.99000000e-1,6.69924214e-1,1.31836665e+0,1.73809062e-10,1
6.00000000e-1,6.70807476e-1,1.31679963e+0,1.73396127e-10,1
6.01000000e-1,6.71690852e-1,1.31523870e+0,1.72985284e-10,1
6.02000000e-1,6.72574344e-1,1.31368382e+0,1.72576518e-10,1
6.03000000e-1,6.73457953e-1,1.31213497e+0,1.72169817e-10,1
6.04000000e-1,6.74341680e-1,1.31059210e+0,1.71765166e-10,1
6.05000000e-1,6.75225527e-1,1.30905520e+0,1.71362552e-10,1
6.06000000e-1,6.76109496e-1,1.30752423e+0,1.70961962e-10,1
6.07000000e-1,6.76993587e-1,1.30599917e+0,1.70563382e-10,1
6.08000000e-1,6.77877802e-1,1.30447997e+0,1.70166800e-10,1
6.09000000e-1,6.78762143e-1,1.30296662e+0,1.69772201e-10,1
6.10000000e-1,6.79646612e-1,1.30145908e+0,1.69379574e-10,1
6.11000000e-1,6.80531209e-1,1.29995733e+0,1.68988906e-10,1
6.12000000e-1,6.81415935e-1,1.29846133e+0,1.68600183e-10,1
6.13000000e-1,6.82300794e-1,1.29697106e+0,1.68213393e-10,1
6.14000000e-1,6.83185785e-1,1.29548649e+0,1.67828524e-10,1
6.15000000e-1,6.84070910e-1,1.29400758e+0,1.67445563e-10,1
6.16000000e-1,6.84956171e-1,1.29253432e+0,1.67064497e-10,1
6.17000000e-1,6.85841569e-1,1.29106667e+0,1.66685315e-10,1
6.18000000e-1,6.86727106e-1,1.28960461e+0,1.66308005e-10,1
6.19000000e-1,6.87612783e-1,1.28814811e+0,1.65932554e-10,1
6.20000000e-1,6.88498601e-1,1.28669713e+0,1.65558951e-10,1
6.21000000e-1,6.89384562e-1,1.28525166e+0,1.65187183e-10,1
6.22000000e-1,6.90270667e-1,1.28381167e+0,1.64817239e-10,1
6.23000000e-1,6.91156917e-1,1.28237712e+0,1.64449108e-10,1
6.24000000e-1,6.92043315e-1,1.28094800e+0,1.64082777e-10,1
6.25000000e-1,6.92929861e-1,1.27952427e+0,1.63718236e-10,1
6.26000000e-1,6.93816556e-1,1.27810591e+0,1.63355472e-10,1
6.27000000e-1,6.94703403e-1,1.27669290e+0,1.62994475e-10,1
6.28000000e-1,6.95590403e-1,1.27528520e+0,1.62635234e-10,1
6.29000000e-1,6.96477556e-1,1.27388279e+0,1.62277737e-10,1
6.30000000e-1,6.97364865e-1,1.27248565e+0,1.61921973e-10,1
6.31000000e-1,6.98252330e-1,1.27109375e+0,1.61567931e-10,1
6.32000000e-1,6.99139954e-1,1.26970706e+0,1.61215602e-10,1
6.33000000e-1,7.00027737e-1,1.26832556e+0,1.60864973e-10,1
6.34000000e-1,7.00915680e-1,1.26694922e+0,1.60516034e-10,1
6.35000000e-1,7.01803786e-1,1.26557803e+0,1.60168774e-10,1
6.36000000e-1,7.02692056e-1,1.26421194e+0,1.59823184e-10,1
6.37000000e-1,7.03580490e-1,1.26285095e+0,1.59479252e-10,1
6.38000000e-1,7.04469091e-1,1.26149502e+0,1.59136969e-10,1
6.39000000e-1,7.05357859e-1,1.26014413e+0,1.58796324e-10,1
6.40000000e-1,7.06246797e-1,1.25879826e+0,1.58457306e-10,1
6.41000000e-1,7.07135904e-1,1.25745738e+0,1.58119907e-10,1
6.42000000e-1,7.08025184e-1,1.25612147e+0,1.57784115e-10,1
6.43000000e-1,7.08914636e-1,1.25479050e+0,1.57449921e-10,1
6.44000000e-1,7.09804263e-1,1.25346446e+0,1.57117314e-10,1
6.45000000e-1,7.10694065e-1,1.25214331e+0,1.56786286e-10,1
6.46000000e-1,7.11584045e-1,1.25082703e+0,1.56456827e-10,1
6.47000000e-1,7.12474203e-1,1.24951561e+0,1.56128926e-10,1
6.48000000e-1,7.13364541e-1,1.24820901e+0,1.55802574e-10,1
6.49000000e-1,7.14255060e-1,1.24690722e+0,1.55477762e-10,1
6.50000000e-1,7.15145761e-1,1.24561021e+0,1.55154480e-10,1
6.51000000e-1,7.16036646e-1,1.24431796e+0,1.54832720e-10,1
6.52000000e-1,7.16927716e-1,1.24303045e+0,1.54512470e-10,1
6.53000000e-1,7.17818972e-1,1.24174765e+0,1.54193724e-10,1
6.54000000e-1,7.18710417e-1,1.24046955e+0,1.53876471e-10,1
6.55000000e-1,7.19602050e-1,1.23919612e+0,1.53560702e-10,1
6.56000000e-1,7.20493873e-1,1.23792733e+0,1.53246408e-10,1
6.57000000e-1,7.21385888e-1,1.23666317e+0,1.52933580e-10,1
6.58000000e-1,7.22278097e-1,1.23540362e+0,1.52622210e-10,1
6.59000000e-1,7.23170499e-1,1.23414865e+0,1.52312289e-10,1
6.60000000e-1,7.24063097e-1,1.23289824e+0,1.52003808e-10,1
6.61000000e-1,7.24955892e-1,1.23165238e+0,1.51696758e-10,1
6.62000000e-1,7.25848885e-1,1.23041103e+0,1.51391130e-10,1
6.63000000e-1,7.26742077e-1,1.22917418e+0,1.51086917e-10,1
6.64000000e-1,7.27635470e-1,1.22794181e+0,1.50784110e-10,1
6.65000000e-1,7.28529066e-1,1.22671390e+0,1.50482700e-10,1
6.66000000e-1,7.29422864e-1,1.22549043e+0,1.50182678e-10,1
6.67000000e-1,7.30316868e-1,1.22427137e+0,1.49884038e-10,1
6.68000000e-1,7.31211077e-1,1.22305670e+0,1.49586769e-10,1
6.69000000e-1,7.32105493e-1,1.22184641e+0,1.49290865e-10,1
6.70000000e-1,7.33000118e-1,1.22064048e+0,1.48996318e-10,1
6.71000000e-1,7.33894953e-1,1.21943888e+0,1.48703118e-10,1
6.72000000e-1,7.34789999e-1,1.21824160e+0,1.48411259e-10,1
6.73000000e-1,7.35685257e-1,1.21704861e+0,1.48120731e-10,1
6.74000000e-1,7.36580729e-1,1.21585990e+0,1.47831529e-10,1
6.75000000e-1,7.37476416e-1,1.21467544e+0,1.47543642e-10,1
6.76000000e-1,7.38372318e-1,1.21349522e+0,1.47257065e-10,1
6.77000000e-1,7.39268439e-1,1.21231922e+0,1.46971789e-10,1
6.78000000e-1,7.40164778e-1,1.21114742e+0,1.46687806e-10,1
6.79000000e-1,7.41061337e-1,1.20997979e+0,1.46405109e-10,1
6.80000000e-1,7.41958117e-1,1.20881633e+0,1.46123691e-10,1
6.81000000e-1,7.42855119e-1,1.20765700e+0,1.45843544e-10,1
6.82000000e-1,7.43752346e-1,1.20650180e+0,1.45564660e-10,1
6.83000000e-1,7.44649797e-1,1.20535070e+0,1.45287032e-10,1
6.84000000e-1,7.45547474e-1,1.20420369e+0,1.45010653e-10,1
6.85000000e-1,7.46445379e-1,1.20306075e+0,1.44735516e-10,1
6.86000000e-1,7.47343513e-1,1.20192185e+0,1.44461614e-10,1
6.87000000e-1,7.48241877e-1,1.20078698e+0,1.44188938e-10,1
